Gene ,A1,A2,A3,B1,B2,B3,C1,C2,C3
Stambpl1,989,926,927,714,780,959,1654,2035,1313
Stap1,0,0,0,0,0,0,0,0,0
Stap2,691,868,706,567,506,673,1216,1177,1006
Star,4,7,4,31,6,35,22,8,8
Stard10,1496,1594,1250,1676,1510,1792,2247,1779,2086
Stard13,262,236,186,43,59,87,269,273,196
Stard3,963,882,759,1055,1129,1273,983,917,719
Stard3nl,264,264,253,91,101,105,64,84,73
Stard4,641,674,459,206,239,291,224,267,169
Stard5,294,228,199,149,163,189,46,46,30
Stard6,2,4,1,0,3,2,2,2,1
Stard7,825,852,772,216,189,251,238,230,189
Stard8,0,0,0,0,0,0,0,0,0
Stat1,1724,1702,1617,291,228,418,677,631,439
Stat2,1033,909,748,766,774,973,810,863,625
Stat3,3736,3736,2670,2676,2501,2721,2868,2930,2199
Stat4,0,1,2,0,0,0,0,1,0
Stat5a,172,197,168,102,78,79,31,38,35
Stat5b,522,517,431,235,273,339,498,426,442
Stat6,3306,3401,2817,4342,4232,5605,4002,3301,3320
Stau1,1403,1507,1279,2070,1908,2395,1480,1496,1257
Stau2,547,367,350,183,167,282,333,358,282
Stbd1,288,338,262,188,176,229,232,248,239
Stc1,0,0,2,3,2,1,0,2,3
Stc2,206,236,227,339,318,408,357,221,248
ste2,0,0,0,0,0,0,0,0,0
Steap1,673,634,489,124,111,134,132,142,82
Steap2,1028,1133,857,169,199,233,239,279,209
Steap3,923,942,678,213,274,257,81,115,92
Steap4,8,1,3,44,40,79,147,254,119
Stfa2l1,0,0,0,3,3,1,13,16,21
Stfa3,3,0,6,19,15,8,42,26,22
Stfa3l1,0,0,0,0,0,0,0,0,0
Stim1,1173,1419,1129,757,687,895,1039,925,811
Stim2,868,704,625,403,324,471,449,430,385
Stip1,8980,8893,7579,7195,6502,7730,4472,3908,3577
Stk10,1472,1424,990,639,638,823,1008,1080,859
Stk11,1236,1279,1093,1487,1550,1526,1628,1356,1445
Stk11ip,644,625,495,644,675,762,596,604,571
Stk16,1004,955,745,394,504,519,512,416,435
Stk17b,638,636,581,1346,1161,1646,1355,1179,917
Stk19,244,178,203,328,317,296,268,216,226
Stk24,2405,2216,1793,3968,3580,4724,2237,1984,1770
Stk25,1711,1540,1390,1188,1093,1498,1382,1200,1030
Stk26,825,859,850,843,871,1235,886,959,656
Stk3,938,953,919,258,320,364,379,481,339
Stk31,0,0,0,0,0,0,0,0,0
Stk32a,0,0,0,0,0,3,0,0,0
Stk32b,1,0,0,0,0,0,0,0,0
Stk32c,1,4,0,7,13,12,3,6,3
Stk35,315,344,300,502,377,454,248,264,226
Stk36,168,148,106,91,125,118,105,119,101
Stk38,970,954,794,796,759,1120,853,810,571
Stk38l,746,675,554,514,522,488,1175,1019,892
Stk39,747,715,544,135,115,159,172,185,122
Stk4,796,743,584,984,862,1242,511,614,378
Stk40,975,1125,874,1711,1683,1929,1481,1430,1239
Stkld1,0,2,0,0,0,7,0,0,0
Stmn1,703,1066,1388,216,170,230,164,143,111
Stmn2,0,0,0,0,0,0,0,0,0
Stmn3,0,0,0,2,0,6,4,4,9
Stmn4,0,0,0,0,0,0,1,0,0
Stom,4658,5329,4638,5718,6112,5638,3188,3031,2175
Stoml1,177,197,206,5,11,10,13,19,28
Stoml2,2876,2596,1896,1068,1000,1412,843,701,689
Stoml3,0,0,0,0,0,0,0,0,0
Ston1,1,3,2,0,0,0,0,0,0
Ston2,480,512,424,314,291,370,352,373,236
Stox1,0,0,3,0,0,0,0,0,0
Stox2,225,266,189,82,65,81,206,206,149
Stpg1,0,0,0,0,0,2,1,0,0
Stpg2,0,0,0,0,0,0,0,0,0
Stra6,9,15,13,6,3,4,2,16,7
Strada,639,654,544,187,152,163,298,272,239
Stradb,251,229,182,223,179,266,277,284,191
Strap,3804,3562,2861,2875,2743,3370,2416,2148,1735
Strbp,1487,1353,1142,1095,1132,1449,1453,1361,1103
Strn,728,718,643,1584,1486,2054,848,686,621
Strn3,2125,2332,2223,2789,2636,3764,2712,2597,1913
Strn4,2228,2622,2145,2442,2405,3005,2802,2458,2311
Sts,7,12,4,58,80,31,35,34,17
Stt3a,6042,6442,5038,3211,3263,3816,2969,3006,2215
Stt3b,3499,3808,2867,2688,2373,3453,2919,2717,2260
Stub1,779,769,686,709,508,808,487,529,576
Stx11,215,152,116,137,133,144,317,262,198
Stx12,1441,1320,1126,1785,1832,2559,1999,1828,1683
Stx16,920,865,719,518,435,752,639,524,464
Stx17,427,387,342,49,46,91,85,89,66
Stx18,703,644,523,396,393,509,474,391,338
Stx19,7,9,1,6,5,6,0,5,3
Stx1a,169,158,114,223,247,258,95,109,93
Stx1b,0,3,1,0,6,2,5,0,2
Stx2,228,213,191,66,57,53,105,87,68
Stx3,749,832,610,3029,2994,3968,2386,2355,1995
Stx4,1264,1233,1004,957,813,1074,894,806,715
Stx5,661,684,483,781,799,1007,543,473,403
Stx6,1512,1563,1327,1614,1401,2017,1260,1218,1006
Stx7,877,771,685,381,284,409,553,454,448
Stx8,453,400,310,211,239,264,338,332,276
Stxbp1,470,384,249,243,197,253,307,307,231
Stxbp2,2088,2113,1634,1461,1563,1830,2312,2151,1931
Stxbp3,1309,1306,993,799,664,1068,741,719,546
Stxbp4,362,311,212,107,79,137,86,94,70
Stxbp5,883,878,725,948,812,1110,873,730,634
Stxbp5l,0,0,0,2,0,0,0,0,0
Stxbp6,228,208,195,59,42,55,117,92,77
Styx,654,615,563,334,332,408,289,313,230
Styxl1,54,62,32,10,11,13,17,15,10
Sub1,2814,2911,2397,831,863,1025,1000,865,670
Sucla2,1740,1616,1253,977,894,1057,1105,843,675
Suclg1,3224,3084,2397,674,679,917,803,721,635
Suclg2,2354,2569,2038,747,755,910,1226,1162,836
Sucnr1,0,0,0,0,0,0,0,0,0
Suco,822,882,722,1463,1289,2093,894,924,653
Sufu,395,368,255,328,363,359,313,322,233
Sugct,5,4,9,0,0,0,0,5,3
Sugp1,920,949,849,975,1029,1102,820,746,686
Sugp2,178,250,186,69,41,53,60,61,66
Sugt1,1655,1384,1239,1083,794,1385,842,711,593
Sulf1,236,211,136,70,59,73,51,40,42
Sulf2,1732,1848,1833,212,212,265,207,206,143
Sult1a1,8,11,8,5,0,5,1,1,0
Sult1b1,46,29,41,20,12,36,25,19,19
Sult1c2,22,18,28,9,10,3,2,2,6
Sult1c2a,0,0,0,0,0,0,2,2,1
Sult1c3,0,0,0,0,0,0,0,0,0
Sult1d1,5,7,7,7,1,3,12,2,0
Sult1e1,0,0,0,0,0,0,0,0,0
Sult2a1,0,0,0,0,0,0,0,0,0
Sult2a2,0,0,2,1,0,6,0,0,1
Sult2a6,0,0,0,0,0,0,0,0,0
Sult2b1,107,52,39,301,250,321,230,128,180
Sult4a1,0,0,0,0,0,0,0,0,0
Sult5a1,0,0,0,0,0,0,0,0,0
Sult6b1,6,3,4,0,1,0,0,0,0
Sumf1,763,668,492,367,495,542,591,484,474
Sumf2,797,943,797,191,179,184,224,209,184
Sumo1,3152,3053,2740,2203,1907,2848,2338,2130,1551
Sumo2,2262,2141,2124,1489,1362,1911,1302,1288,937
Sumo3,1278,1291,1105,1105,1024,1149,807,755,735
Sun1,2958,3144,2575,783,698,945,902,884,732
Sun5,0,0,0,0,0,0,0,0,0
Suox,173,122,77,25,22,36,10,17,8
Supt16h,5243,5686,4903,2178,2036,2774,1331,1406,1179
Supt20,1021,981,884,590,586,821,489,389,332
Supt4h1,1061,1006,744,792,705,984,908,868,827
Supt5h,4613,4390,3489,3973,3721,4599,2993,3062,2575
Supt6h,4783,4764,3574,5332,5147,6154,3916,3485,2994
Supt7l,340,345,299,233,224,319,104,110,68
Supv3l1,524,525,461,350,388,484,354,328,276
Surf1,2,1,0,0,1,3,5,10,1
Surf2,31,14,11,12,12,13,8,15,5
Surf4,1193,1398,1134,687,799,961,829,775,588
Surf6,1018,1148,791,1147,1103,1038,757,712,675
Susd2,5,6,16,1,7,11,6,6,2
Susd3,0,0,3,0,0,0,0,0,0
Susd4,0,2,0,3,0,0,1,0,2
Suv39h1,360,575,753,238,133,278,229,160,126
Suv39h2,104,118,144,58,34,47,14,10,6
Suv420h1,562,588,543,2115,1906,2669,1370,1334,921
Suv420h2,485,693,498,360,361,407,567,458,377
Sv2a,14,14,13,9,15,4,4,10,12
Sv2b,0,0,0,0,0,0,0,0,0
Sv2c,0,0,0,0,0,0,0,0,0
Sval1,0,0,0,0,0,0,0,0,0
Sval2,0,0,0,0,0,0,0,0,0
Svbp,157,147,133,46,31,49,67,52,44
Svil,3220,3350,2420,996,959,1093,1237,1236,855
Svip,13,6,2,12,5,7,12,6,9
Svop,1,0,0,0,2,8,0,0,1
Svs1,0,0,0,0,0,0,0,0,0
Svs3a,0,0,0,0,0,0,0,0,0
Svs3b,0,0,0,0,0,0,0,0,0
Svs4,0,0,0,0,0,0,0,0,0
Svs5,0,0,0,0,0,0,0,0,0
Svs6,0,0,0,0,0,0,0,0,0
Swap70,2229,2547,2184,2009,1778,2140,1877,1752,1374
Swi5,2528,2824,2098,981,1078,991,1518,1235,1351
Swsap1,135,160,130,59,46,75,34,18,23
Swt1,382,377,331,835,838,1175,824,747,514
Syap1,847,823,687,951,854,1095,1051,938,750
Syce1,0,0,0,0,0,3,0,0,0
Syce2,20,22,19,9,6,17,2,9,6
Syce3,0,0,0,0,0,0,0,0,0
Sycn,0,0,0,0,0,0,0,0,0
Sycp1,0,0,0,0,0,0,0,0,0
Sycp2,1,0,0,5,0,3,0,1,1
Sycp3,14,3,1,0,0,3,0,0,0
Syde1,101,156,111,48,49,20,170,128,126
Syde2,138,154,121,70,34,31,35,51,56
Syf2,976,924,788,1263,1234,1208,1134,889,844
Syk,314,297,239,127,93,145,80,107,84
Sympk,3349,3306,2655,1325,1189,1520,1529,1525,1211
Syn1,104,116,110,8,8,11,6,15,4
Syn2,0,0,0,0,0,0,0,0,0
Syn3,0,1,0,2,0,0,0,5,0
Syna,0,0,0,0,0,0,0,0,0
Synb,0,0,0,0,0,0,0,0,0
Sync,22,22,18,3,10,0,29,6,6
Syncrip,2463,2737,2139,2156,1877,2430,1903,1780,1447
Syndig1,0,0,0,0,0,0,0,0,0
Syndig1l,0,0,0,0,0,0,0,0,0
Syne3,149,193,203,187,156,197,261,222,196
Syne4,0,0,0,0,0,0,0,0,0
Syngap1,89,103,61,40,28,57,47,56,23
Syngr1,35,28,25,13,10,8,30,21,29
Syngr2,1592,1393,871,800,785,926,838,732,738
Syngr3,1,1,0,0,6,7,1,1,3
Syngr4,0,0,3,0,0,0,0,0,1
Synj1,1298,1402,1075,1858,1807,2434,1150,1141,875
Synj2,1494,1530,1089,324,290,384,324,282,206
Synj2bp,1263,1156,1053,420,435,542,381,492,319
Synm,23,19,7,42,35,32,4,9,7
Synpo,2704,2534,2168,608,570,675,724,709,614
Synpo2,6,7,7,3,13,0,8,2,2
Synpo2l,0,0,0,0,2,0,0,1,1
Synpr,0,1,0,0,2,0,0,0,0
Synrg,966,805,640,572,436,560,760,680,538
Syp,6,0,0,0,0,0,0,0,1
Sypl1,2064,2267,1838,1341,1232,1856,1207,1105,939
Sypl2,0,0,0,0,0,0,1,0,0
Syt1,0,0,0,0,1,3,0,0,1
Syt10,0,0,0,0,0,0,0,0,0
Syt11,3,0,2,0,1,4,0,1,3
Syt12,21,31,9,9,4,7,10,9,7
Syt13,3,6,0,0,0,0,0,1,2
Syt15,1,4,0,0,0,0,0,0,1
Syt17,10,4,13,0,0,0,0,0,0
Syt2,0,0,0,0,0,0,0,0,0
Syt3,0,0,0,0,0,0,0,0,0
Syt4,0,0,0,66,55,106,6,6,0
Syt5,0,0,0,0,1,0,0,0,0
Syt6,0,1,0,0,0,0,0,0,0
Syt7,18,30,31,112,115,174,484,321,414
Syt8,142,168,112,57,76,81,67,73,46
Syt9,3,5,1,0,0,2,0,0,1
Sytl1,601,683,577,93,91,73,42,51,34
Sytl3,5,7,0,24,6,36,6,18,9
Sytl4,97,65,68,2,10,10,14,16,7
Sytl5,0,4,2,2,2,9,0,0,0
Syvn1,967,1302,1073,705,643,923,643,617,485
Szrd1,3000,3257,2666,2385,2241,2242,2549,2338,2252
T,0,0,0,0,0,0,0,0,0
T2,0,0,0,0,2,0,0,0,0
Taar1,0,0,0,0,0,0,0,0,0
Taar2,0,0,0,0,0,0,0,0,0
Taar3,0,0,0,0,0,0,0,0,0
Taar4,0,0,0,0,0,0,0,0,0
Taar5,0,0,0,0,0,0,0,0,0
Taar6,0,0,0,0,0,0,0,0,0
Taar7a,0,0,0,0,0,0,0,0,0
Taar7b,0,0,0,0,0,0,0,0,0
Taar7c,0,0,0,0,0,0,0,0,0
Taar7d,0,0,0,0,0,0,0,0,0
Taar7e,0,0,0,0,0,0,0,0,0
Taar7g,0,0,0,0,0,0,0,0,0
Taar7h,0,0,0,0,0,0,0,0,0
Taar8a,0,0,0,0,0,0,0,0,0
Taar8b,0,0,0,0,0,0,0,0,0
Taar8c,0,0,0,0,0,0,0,0,0
Taar9,0,0,0,0,0,0,0,0,0
Tab1,460,456,427,134,162,199,141,131,93
Tab2,2110,1939,1818,3071,2913,4046,2986,2846,2117
Tac1,0,0,0,0,2,0,3,6,1
Tac3,0,0,0,0,2,1,0,0,0
Tac4,0,0,1,0,0,3,0,0,0
Tacc1,311,332,289,136,211,152,144,184,153
Tacc2,2993,2904,2132,1592,1416,2018,1541,1441,1139
Tacc3,403,893,1496,42,26,43,7,14,13
Taco1,191,149,143,69,35,42,63,56,56
Tacr1,0,0,0,0,0,0,0,0,0
Tacr2,1,3,1,0,0,0,0,0,0
Tacr3,0,0,0,0,0,0,0,0,0
Tacstd2,1928,1892,1853,11420,11610,13143,10031,9998,7580
Tada1,204,203,220,162,158,207,154,207,135
Tada2a,634,691,575,318,302,460,342,342,267
Tada2b,491,528,490,421,357,369,249,241,168
Tada3,526,471,449,307,374,377,201,203,136
Taf1,2198,2204,1668,1590,1407,1913,1438,1286,994
Taf10,1877,1813,1402,1003,855,957,1087,1015,1084
Taf11,423,388,255,275,239,406,233,187,214
Taf12,740,694,596,430,480,632,546,495,423
Taf13,986,967,952,448,514,654,391,314,275
Taf15,2258,2540,2200,1107,1062,938,868,765,729
Taf1a,143,136,125,133,131,207,67,62,39
Taf1b,190,163,174,62,73,71,35,62,66
Taf1c,531,453,445,643,617,589,330,430,330
Taf1d,646,687,590,522,429,760,334,375,270
Taf2,1366,1448,1089,675,772,918,593,593,413
Taf3,527,475,468,432,451,474,413,360,339
Taf5,147,237,163,262,235,241,117,103,63
Taf5l,861,978,742,1077,886,1355,1239,1219,957
Taf6,1137,1135,932,622,623,739,514,405,441
Taf6l,418,513,406,585,574,667,290,295,199
Taf7,317,337,288,603,670,779,453,429,334
Taf7l,0,0,0,0,0,0,0,0,0
Taf8,439,493,440,480,355,450,361,381,322
Taf9,1898,1713,1291,2171,1788,2803,1547,1536,1184
Taf9b,131,103,60,13,7,17,35,39,20
Tagap,0,0,0,0,0,0,0,0,0
Tagln,18,14,10,3,15,19,6,4,8
Tagln2,8454,9631,7708,2378,2373,2443,3940,3749,3402
Tagln3,0,0,0,0,0,0,0,0,0
Tal1,0,0,0,0,0,0,0,0,0
Tal2,0,0,0,0,0,0,0,0,0
Taldo1,7841,7076,5326,6371,5828,6761,5458,4566,4729
Tamm41,571,522,469,87,93,117,77,64,57
Tanc1,1779,1798,1354,640,558,786,1531,1495,1131
Tanc2,950,822,554,474,476,708,1258,941,901
Tango2,258,304,273,60,71,83,89,88,77
Tank,341,264,274,202,176,288,173,173,109
Taok1,1705,1607,1273,3596,3179,4998,2673,2656,1963
Taok2,1854,2377,1784,1098,1015,1088,1216,1057,928
Taok3,145,120,74,47,56,61,39,23,17
Tap1,2073,2350,1903,1058,938,1108,1399,1355,1141
Tap2,50,65,51,66,36,54,38,39,35
Tapbp,1564,1782,1294,1106,1065,1094,1558,1572,1391
Tapbpl,201,174,173,156,139,154,201,151,153
Tarbp2,789,778,566,516,464,571,526,497,458
Tardbp,6754,6862,5749,4353,3920,5427,6496,6109,4735
Tars,2992,2979,2717,1432,1387,1672,1595,1419,1061
Tars2,1201,1113,818,255,293,326,298,233,162
Tarsl2,221,154,91,46,28,67,39,39,44
Tas1r1,23,8,19,23,17,24,0,5,1
Tas1r2,0,0,0,0,0,0,4,2,0
Tas1r3,12,14,1,6,11,10,8,10,7
Tas2r103,0,0,0,0,0,0,0,0,0
Tas2r104,0,0,0,0,0,0,0,0,0
Tas2r105,0,0,0,0,0,0,0,0,0
Tas2r106,0,0,0,0,0,0,0,0,0
Tas2r107,0,0,0,0,0,0,0,0,0
Tas2r108,0,0,0,0,0,0,0,0,0
Tas2r109,0,0,0,0,0,0,0,0,0
Tas2r110,0,0,0,0,0,0,0,0,0
Tas2r113,0,0,0,0,0,0,0,0,0
Tas2r114,0,0,0,0,0,0,0,0,0
Tas2r116,0,0,0,0,0,0,0,0,0
Tas2r117,0,0,0,0,0,0,0,0,0
Tas2r118,0,0,0,0,0,0,0,0,0
Tas2r119,0,0,0,0,0,0,0,0,0
Tas2r120,0,0,0,0,0,0,0,0,0
Tas2r121,0,0,0,0,0,0,0,0,0
Tas2r123,0,0,0,0,0,0,0,0,0
Tas2r124,0,0,0,0,0,0,0,0,0
Tas2r125,0,0,0,0,0,0,0,0,0
Tas2r126,0,0,0,0,0,0,0,0,0
Tas2r129,0,0,0,0,0,0,0,0,0
Tas2r13,0,0,0,0,0,0,0,0,0
Tas2r134,0,0,0,0,0,0,0,0,0
Tas2r135,0,0,0,0,0,0,1,0,0
Tas2r136,0,0,0,0,0,0,0,0,0
Tas2r137,0,0,0,0,0,0,0,2,0
Tas2r138,0,0,0,0,0,0,0,0,0
Tas2r139,0,0,0,0,0,0,0,0,0
Tas2r140,0,0,0,0,0,0,0,0,0
Tas2r143,0,0,0,0,0,0,0,0,0
Tas2r144,0,0,0,0,0,0,0,0,0
Tas2r7l,0,0,0,0,0,0,0,0,0
Tasp1,173,176,89,9,9,17,7,10,7
Tat,0,0,0,0,0,0,8,4,2
Tatdn2,1351,1149,969,2093,1962,2373,1690,1727,1361
Tatdn3,289,273,167,107,109,124,150,156,122
Tax1bp1,6895,6475,5452,6479,6130,9727,5865,5384,4184
Tax1bp3,3365,3407,2978,4802,4472,5325,6697,5852,5589
Taz,567,467,369,220,207,195,138,121,123
Tbc1d10a,836,852,762,745,712,920,720,609,599
Tbc1d10b,1297,1315,1170,1751,1813,1871,1576,1527,1295
Tbc1d10c,2,0,3,16,14,24,6,6,2
Tbc1d14,884,924,828,413,419,591,350,363,274
Tbc1d17,530,564,376,741,774,769,830,646,693
Tbc1d19,131,76,76,17,12,29,20,19,17
Tbc1d2,3556,3374,2426,1158,1083,1456,1436,1454,1266
Tbc1d20,747,844,671,956,853,1039,719,767,677
Tbc1d21,2,7,4,3,4,3,3,0,2
Tbc1d22b,659,703,592,455,388,537,411,351,294
Tbc1d24,229,313,192,365,338,499,663,610,491
Tbc1d25,230,181,205,172,175,183,174,208,131
Tbc1d2b,1052,1017,985,319,274,334,273,243,165
Tbc1d31,465,649,785,74,73,103,70,53,59
Tbc1d5,714,714,530,183,130,141,149,155,121
Tbc1d7,295,247,202,79,107,127,144,149,148
Tbc1d8,286,433,317,123,141,176,81,74,93
Tbc1d9,915,1005,722,1959,1869,2542,1651,2130,1365
Tbc1d9b,1652,1731,1283,609,627,940,917,764,736
Tbca,3016,2931,2292,2120,2136,1871,2069,1833,1865
Tbcb,22,18,27,18,17,23,8,13,7
Tbcc,564,562,437,303,351,373,486,377,475
Tbccd1,311,351,331,92,113,125,85,126,71
Tbcd,1479,1633,1311,565,526,719,864,877,630
Tbce,817,805,624,528,472,646,458,463,305
Tbcel,39,35,38,13,18,30,18,21,14
Tbck,213,188,142,37,22,29,70,51,54
Tbk1,949,850,688,1837,1494,2309,1357,1302,874
Tbkbp1,12,9,5,46,59,48,5,8,3
Tbl1x,3980,3787,3097,3093,2696,3838,3425,3372,2854
Tbl1xr1,2642,2344,1932,1122,1039,1436,1260,1107,859
Tbl3,1573,1386,1168,782,761,1013,510,420,350
Tbp,449,413,373,353,370,510,178,200,167
Tbpl1,572,524,392,921,827,1147,776,823,518
Tbpl2,0,0,0,0,0,0,0,0,0
Tbr1,0,0,0,0,0,0,0,0,0
Tbrg1,3639,3357,2751,2258,2175,2540,2014,1828,1584
Tbrg4,976,947,775,773,741,784,386,480,337
Tbx1,325,309,274,161,134,246,193,194,159
Tbx15,12,11,18,10,2,1,2,6,3
Tbx18,0,0,0,0,0,0,0,0,0
Tbx19,78,90,45,58,59,77,135,161,87
Tbx2,7,9,14,1,9,6,0,2,6
Tbx20,0,0,0,0,0,0,0,1,0
Tbx21,0,0,0,5,8,2,2,0,1
Tbx22,0,0,0,0,0,0,0,0,0
Tbx3,205,229,161,822,812,932,1246,1062,1007
Tbx4,0,0,0,0,1,0,0,0,0
Tbx5,0,0,0,0,0,0,0,0,0
Tbx6,14,14,12,102,94,63,69,47,50
Tbxa2r,13,16,10,20,20,26,8,10,8
Tbxas1,2,0,0,4,2,0,4,4,4
Tc2n,7,9,13,5,0,8,4,5,1
Tcaim,122,129,124,28,36,64,49,52,45
Tcam1,0,0,0,0,0,0,0,0,0
Tcap,3,0,0,3,10,6,9,1,3
Tcea1,2048,2061,1746,1077,1067,1784,1220,995,848
Tcea2,119,116,130,37,41,39,32,20,28
Tcea3,2,4,3,1,0,0,5,0,0
Tceal1,9,12,7,3,1,0,4,2,5
Tceal7,0,0,0,0,0,0,0,0,0
Tceal8,575,584,470,238,267,259,300,277,237
Tceanc,3,8,9,7,3,2,2,1,1
Tceanc2,626,601,400,114,97,98,107,145,94
Tceb1,1304,1335,1137,755,689,708,741,552,515
Tceb2,3612,3657,2978,2529,2184,2751,3150,2972,2674
Tceb3,2230,2137,1653,1873,1628,2194,1601,1541,1183
Tcerg1,3248,3301,2737,3523,3125,4379,4013,3790,2738
Tcerg1l,0,0,0,0,0,0,0,0,0
Tcf12,1055,993,864,706,616,936,864,799,648
Tcf15,0,3,2,0,1,7,1,0,5
Tcf19,262,418,502,12,12,14,39,49,40
Tcf20,2310,2345,1877,1847,1791,2444,1665,1491,1237
Tcf21,0,0,0,0,0,0,0,0,0
Tcf3,1083,1164,1053,206,231,333,238,240,198
Tcf4,125,125,87,186,213,205,234,202,204
Tcf7l1,123,150,125,82,78,136,117,96,74
Tcf7l2,172,174,170,218,218,313,304,311,233
Tchp,417,419,339,253,242,305,158,89,105
Tcirg1,2541,2563,1820,866,809,1018,759,672,646
Tcl1a,0,0,0,0,0,0,0,0,0
Tcn2,1262,1225,834,1189,1075,1252,1176,1095,955
Tcof1,1447,1860,1669,359,305,324,182,140,126
Tcp1,7754,7422,6483,4474,3976,5758,3332,3343,2342
Tcp10b,0,0,0,0,0,0,0,0,0
Tcp11,0,3,2,7,2,0,0,2,0
Tcp11l1,347,333,273,176,178,230,320,245,239
Tcp11l2,605,560,342,1978,1851,2308,1860,1627,1355
Tcta,275,209,181,88,64,86,95,99,55
Tcte1,0,0,0,0,4,0,0,0,2
Tcte3,0,0,0,0,0,0,1,0,0
Tctex1d1,0,0,0,0,0,0,0,0,0
Tctex1d2,24,29,26,14,14,37,25,17,11
Tctn1,376,394,285,141,209,277,200,227,199
Tctn2,636,533,472,264,278,389,288,241,242
Tdg,3040,3105,2624,1398,1441,1880,1669,1554,1301
Tdh,5,1,1,5,2,4,0,6,2
Tdo2,0,0,0,0,0,0,0,0,0
Tdp1,264,234,237,24,10,23,20,9,10
Tdp2,404,419,390,380,400,611,395,310,219
Tdrd1,0,0,0,5,0,0,0,0,0
Tdrd3,411,371,359,189,177,265,201,176,135
Tdrd5,0,5,0,13,12,9,3,2,3
Tdrd6,0,0,0,0,0,0,0,0,0
Tdrd7,611,606,524,652,659,845,879,945,602
Tdrkh,55,24,22,14,15,15,20,4,5
Tdrp,3,5,5,5,8,7,0,3,5
Tead1,713,869,638,582,460,605,1614,1731,1270
Tead2,79,119,131,54,58,94,71,79,76
Tead3,715,792,734,2275,2402,2734,1507,1485,1131
Tec,168,167,101,560,488,635,453,393,297
Tecpr1,853,874,658,2583,2353,2823,3867,3864,3294
Tecr,2511,2839,2574,1854,1839,1927,1880,1737,1458
Tecrl,0,0,0,0,0,0,0,0,0
Tecta,0,0,0,0,0,0,0,0,0
Tectb,0,4,0,0,0,0,0,0,0
Teddm1,0,0,0,0,0,0,0,0,0
Tef,325,413,374,825,881,877,346,325,264
Tefm,215,216,189,23,15,32,26,24,16
Tek,0,1,0,2,0,0,0,0,0
Tekt1,12,3,2,0,0,0,1,2,4
Tekt2,1,16,5,0,0,0,0,0,0
Tekt3,0,0,0,0,0,0,0,0,0
Tekt4,0,0,0,0,0,0,0,0,0
Tekt5,0,0,0,0,0,0,0,0,0
Ten1,166,124,120,75,68,74,91,94,87
Tenm2,2,2,1,0,0,0,0,0,0
Tenm3,0,1,0,0,1,0,0,0,0
Tenm4,123,107,55,86,99,128,29,27,29
Tep1,1492,1780,1109,720,704,780,908,868,774
Tepp,5,3,5,14,14,12,3,18,9
Terc,0,0,0,0,0,0,0,6,2
Terf1,317,384,351,83,67,99,73,54,54
Terf2,458,524,389,291,248,372,171,126,131
Terf2ip,513,408,331,451,397,544,340,350,314
Tert,45,27,31,13,11,23,17,11,4
Tes,3530,3349,2963,2491,2354,2940,2411,2678,1923
Tesb,0,0,0,0,0,0,0,0,0
Tescl,0,0,0,0,0,0,1,19,10
Tesk1,334,455,385,633,636,637,595,407,479
Tesk2,194,255,143,67,53,113,100,101,74
Tesl,0,0,0,0,0,0,0,0,0
Testin,0,0,0,0,0,0,0,0,0
Tex10,1172,1157,877,1012,861,1326,781,814,578
Tex101,0,0,0,0,0,0,0,0,0
Tex12,0,4,0,0,1,1,0,0,0
Tex15,5,3,4,1,0,3,0,1,0
Tex19.1,0,0,0,0,0,0,0,0,0
Tex19.2,0,0,0,0,0,0,0,0,0
Tex21,0,0,2,0,0,0,3,0,0
Tex26,0,0,0,0,0,0,0,0,0
Tex261,1882,2064,1530,1015,1025,1138,1524,1247,1319
Tex264,1214,1052,800,1017,1127,1063,1234,1107,1179
Tex28,0,0,0,0,0,0,0,0,0
Tex29,0,0,0,0,0,13,0,0,0
Tex30,382,466,379,280,239,270,141,241,134
Tex36,0,0,0,0,0,0,0,0,0
Tex37,0,0,0,0,0,0,0,0,0
Tex38,3,7,0,3,0,0,4,0,2
Tex43,1,0,0,1,0,0,2,0,0
Tf,0,0,0,3,0,0,2,0,2
Tfam,865,867,795,429,407,475,331,289,247
Tfap2a,801,809,711,2966,2930,3616,2141,1869,1432
Tfap2b,0,0,0,0,0,0,0,0,0
Tfap2c,1287,1379,1094,6616,6756,6952,4036,3211,3043
Tfap2d,0,0,0,0,0,0,0,0,0
Tfap2e,0,0,0,1,0,0,0,0,0
Tfap4,140,92,127,71,62,48,21,12,5
Tfb1m,347,367,334,44,21,63,63,71,45
Tfb2m,338,302,241,390,319,588,185,176,117
Tfcp2,423,420,393,209,255,332,208,216,170
Tfcp2l1,201,194,129,634,503,698,152,176,138
Tfdp1,3711,4807,4296,1117,995,1239,1090,1009,820
Tfdp2,36,30,21,24,13,33,8,7,6
Tfe3,878,913,752,723,716,944,488,503,456
Tfeb,345,255,233,178,123,141,129,106,107
Tfec,0,3,0,0,0,0,0,0,0
Tff1,0,0,0,0,0,0,0,0,0
Tff2,0,0,0,0,0,0,0,0,0
Tff3,0,0,0,0,0,0,0,0,0
Tfg,2894,2810,2384,1950,1815,2750,1763,1986,1343
Tfip11,1107,1051,786,1243,1156,1518,988,870,819
Tfpi,42,50,49,13,20,35,17,29,14
Tfpi2,0,0,0,5,5,11,0,2,3
Tfpt,431,486,345,505,476,530,519,410,477
